name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,sumh,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,stdt,tbs,aot,msnh,ipsy,shp,vahc,antpych,aim,fed,mhc,hbt,hct,labt,vapn,vapp,vppd,nx,fx,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40
Mountain Valley Child and Family Servs,,6171 Bradshaw Road,,Sacramento,CA,95829,,Sacramento,916-362-8292,Intakes,530-966-8831,530-265-9057 x226,http://mountainvalleyfamilyservices.net,38.514938,-121.332542,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Telecare Corporation,Redwood Place,18949 Redwood Road,,Castro Valley,CA,94546,,Alameda,510-881-1606 x1021,Intake,510-881-1606 x1011,,http://Telecarecorp.com,37.7078389,-122.0746454,MH,1,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Progress Foundation,Clay Street,2210 Clay Street,,San Francisco,CA,94110,,San Francisco,415-776-4647,Intake,415-861-0828 x138,,http://progressfoundation.org,37.7496,-122.4153,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,
Edgewood Ctr for Children and Families,,1801 Vicente Street,,San Francisco,CA,94116,2923.0,San Francisco,415-681-3211,Intake,415-682-3176,,http://www.edgewood.org,37.7382644,-122.486567,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,1,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,
Center for Discovery,Thousand Oaks,228 Rimrock Road,,Westlake Village,CA,91361,5203.0,Ventura,866-862-3631,,,,http://centerfordiscovery.com/locations/thousand-oaks/,34.1733236,-118.8669169,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BNI Treatment Centers,,30954 Lobo Canyon Road,,Agoura Hills,CA,91301,,Los Angeles,866-801-0085,Intake,888-522-1504,,http://bnitreatment.com/,34.1221216,-118.7959711,MH,1,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1 Method LLC,1 Method Center,10254 Bannockburn Drive,,Los Angeles,CA,90064,,Los Angeles,310-837-7330,Intake,800-270-1389,,http://methodtreatment.com,34.0343945,-118.4081563,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mountain Valley Child and Family Servs,,24077 State Highway 49,,Nevada City,CA,95959,8519.0,Nevada,530-265-9057,Intakes,530-966-8831,530-265-9057 x226,http://mountainvalleyfamilyservices.net,39.318855,-121.104678,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Muir Wood Adolescent and,Family Services,343 Haverfield Lane,,Petaluma,CA,94952,1250.0,Sonoma,707-800-5286,Intake,,866-304-5089,http://www.MuirWoodTeen.com,38.246352,-122.666498,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Muir Wood Adolescent and,Family Services,1733 Skillman Lane,,Petaluma,CA,94952,,Sonoma,310-903-1155,Intake,949-324-8033,,http://www.muirwoodteen.com,38.2551766,-122.6767023,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,1,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Muir Wood Adolescent and,Family Services,1743 Skillman Lane,,Petaluma,CA,94952,,Sonoma,707-800-5286,Intake,,866-304-5089,http://www.MuirWoodTeen.com,38.2554987,-122.6768821,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,La Habra,2115 Las Palomas Drive,,La Habra,CA,90631,7761.0,Orange,866-862-3631,,,,http://centerfordiscovery.com/locations/la-habra/,33.9638412,-117.97263,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Rancho Palos Verdes,30175 Avenida Tranquila,,Rancho Palos Verdes,CA,90275,,Los Angeles,866-862-3631,,,,http://centerfordiscovery.com/locations/rancho-palos-verdes/,33.7595204,-118.3992862,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Asana Recovery,Madsion,3073 Madison Avenue,,Costa Mesa,CA,92626,,Orange,949-438-4504,,,,http://www.asanarecovery.com,33.6835835,-117.9006186,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Nsight Psychology and Addiction,,4000 Birch Street,Suite 112,Newport Beach,CA,92660,,Orange,949-629-3730,,,,http://www.nsightrecovery.com,33.6641928,-117.8692118,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Oak Grove Center,,24275 Jefferson Avenue,,Murrieta,CA,92562,,Riverside,951-677-5599,,,,http://www.oakgrovecenter.org,33.566775,-117.218059,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
Center for Discovery,Del Mar,4421 Carmel Valley Road,,San Diego,CA,92130,2409.0,San Diego,866-862-3631,,,,http://centerfordiscovery.com/locations/del-mar/,32.9470749,-117.1975611,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,La Jolla,3013 Woodford Drive,,La Jolla,CA,92037,3549.0,San Diego,877-701-7119,,,,http://centerfordiscovery.com/locations/la-jolla/,32.8481304,-117.2393646,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Crestwood Behavioral Health Inc,Crestwood Wellness and Recovery Center,3062 Churn Creek Road,,Redding,CA,96002,2124.0,Shasta,530-221-0976,,,,http://crestwoodbehavioralhealth.com,40.562448,-122.353726,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,1,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Reno Behavioral Healthcare Hospital,,6940 Sierra Center Parkway,,Reno,NV,89511,,Washoe,775-393-2201,,,,http://renobehavioral.com,39.463896,-119.776101,MH,1,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,1,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Boulder City Hospital,,901 Adams Boulevard,,Boulder City,NV,89005,,Clark,702-293-4111,,,,http://www.bouldercityhospital.org,35.9676546,-114.8429317,MH,1,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youth Consultation Service,,284 Broadway,,Newark,NJ,7104,,Essex,973-485-3314,Intake,973-482-8411,,http://www.ycs.org,40.7601729,-74.1691814,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
VA NJ Healthcare System,East Orange Campus,385 Tremont Avenue,,East Orange,NJ,7018,,Essex,973-676-1000 x7110,Intakes,973-676-1000 x1421,908-647-0180 x4511,http://www.accesstocare.va.gov/,40.752661,-74.2361139,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Oaks Integrated Care,,42 Fern Lane,,Hammonton,NJ,8037,,Atlantic,609-567-7335,,,,http://oaksintcare.org/,39.6768698,-74.8620067,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Twin Oaks Community Services,,65 Laurel Lane,,Hammonton,NJ,8037,,Atlantic,609-567-7335,,,,http://www.oaksintcare.org,39.6750603,-74.86239,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Ranch Hope Inc,Strang School,45 Sawmill Road,P.O. Box 325,Alloway,NJ,8001,,Salem,856-935-1555 x433,,,,http://www.ranchhope.org,39.5478165,-75.3597778,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Providence Adolescent,Residential Treatment Program,3210 West 62nd Avenue,,Anchorage,AK,99502,,Anchorage,907-212-2040,,,,http://www.providence.org,61.1642649,-149.9391281,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Veterans Affairs Hines Hospital,,5000 South 5th Avenue,,Hines,IL,60141,,Cook,708-202-8387,Intake,708-202-8387 x23446,,http://www.hines.va.gov/,41.8602113,-87.8407118,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Glenview,3737 Lawson Road,,Glenview,IL,60026,1107.0,Cook,866-824-0109,,,,http://centerfordiscovery.com/locations/glenview/,42.1000755,-87.8486446,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Mountain,,37875 Jasper Lowell Road,,Fall Creek,OR,97438,9751.0,Lane,541-747-1235,,,,http://www.jaspermountain.org,43.9737308,-122.8721457,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Mountain,SAFE Center,89124 Marcola Road,,Springfield,OR,97478,8780.0,Lane,541-741-7402,,,,http://www.jaspermountain.org,44.086782,-122.953642,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Guest Home II Inc,,101 East Main Street,P.O. Box 326,Enterprise,OR,97828,,Wallowa,541-426-4222,,,,https://www.wvcenterforwellness.org,45.425806,-117.277242,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
